,Kanton,Year,Population,Divorces_p1k,Pre_school_p1k,Primary_school_p1k,Secondary_school_p1k,SP,CVP,SVP
26,Aargau,1999,540639.0,2.6875604608620542,23.699733093616995,62.02845151755608,51.34849687129489,21.7,17.3,21.9
27,Aargau,2000,544306.0,1.4330174570921503,23.54006753554067,61.610564645622134,51.00256105940409,21.7,17.3,21.9
28,Aargau,2001,550298.0,1.9353150474833636,23.201974203068158,59.83667031317577,50.09285877833465,18.6,15.0,33.5
29,Aargau,2002,555782.0,2.092547077811084,22.985631056781255,58.53374164690472,50.082586337808706,18.6,15.0,33.5
30,Aargau,2003,560674.0,2.1884374877379726,22.166178563657315,57.204364746715555,50.771036288467094,18.6,15.0,33.5
31,Aargau,2003,560674.0,2.1884374877379726,21.729204493163586,56.23588752109069,51.07245921872603,18.6,15.0,33.5
33,Aargau,2005,569344.0,2.6785212455035974,20.9996065647482,54.337974932553955,49.83454642535971,19.7,17.5,30.3
34,Aargau,2006,574813.0,2.806129993580521,20.166558515552016,53.08161088910655,48.887203316556864,19.7,17.5,30.3
35,Aargau,2007,581562.0,2.4984438460559666,19.765734349905944,51.942871095429204,47.52889631715965,19.7,17.5,30.3
36,Aargau,2008,591632.0,2.391689428563702,20.01751088514482,50.84748627525219,46.30750196067826,19.7,17.5,30.3
37,Aargau,2009,600040.0,2.348176788214119,20.333644423705085,49.87667488834078,45.763615758949406,15.7,15.0,31.9
38,Aargau,2010,611466.0,2.7720265722051596,19.808133240441826,48.674824111234315,44.6239038638289,15.7,15.0,31.9
39,Aargau,2011,618298.0,2.068581816535069,19.571468773956894,48.09493157021372,43.99496682829315,15.7,15.0,31.9
40,Aargau,2012,627340.0,1.978193643000606,19.53326744667963,47.304491982019314,42.63238435298243,15.7,15.0,31.9
41,Aargau,2013,636362.0,1.9202906521759628,20.77591056662717,47.160264126393464,41.36953495023273,15.7,15.0,31.9
42,Aargau,2014,645277.0,1.9201056290554288,21.359819116441468,56.49976676683037,30.938651152915725,15.7,15.0,31.9
43,Aargau,2014,645277.0,1.9201056290554288,21.359819116441468,56.49976676683037,30.938651152915725,15.7,15.0,31.9
44,Aargau,2015,653675.0,1.990285692431254,21.40207289555207,57.84219986996597,30.10670440203465,15.7,15.0,31.9
45,Aargau,2016,663462.0,1.950375454811278,21.2039272784274,59.24378487388878,29.472675149443376,18.9,12.1,31.9
46,Aargau,2017,670988.0,1.7824461838363725,21.141957829350154,63.01752043255617,30.633930860164416,18.9,12.1,31.9
47,Aargau,2018,678207.0,1.8696356717049514,20.88890265066565,63.799105582808785,30.15745930077395,18.9,12.1,31.9
48,Aargau,2019,685845.0,2.028155049610335,21.0280748565638,64.00863168791783,30.4150354671974,18.9,12.1,31.9
49,Aargau,2020,694072.0,1.736131121843267,21.343607003308016,64.20947682661163,30.296568655701428,16.3,12.8,30.1
87,Basel-Landschaft,1999,258602.0,3.1708958167376897,21.152195265311175,53.22851331389548,45.37474574829274,24.8,13.0,15.9
88,Basel-Landschaft,2000,260036.0,0.8998754018674338,21.035548923995137,52.93497823378301,45.124521220138746,24.8,13.0,15.9
89,Basel-Landschaft,2001,261083.0,2.0031943864594783,20.92438036946105,51.72684548591827,44.84780701922377,24.8,13.0,15.9
90,Basel-Landschaft,2002,262949.0,1.973766776066842,20.60095303652039,50.91101316224819,44.58278981855797,24.8,13.0,15.9
91,Basel-Landschaft,2003,264402.0,2.0763836884743685,20.540691825326583,50.18494565094061,44.37182774714261,25.9,11.3,21.8
92,Basel-Landschaft,2003,264402.0,2.0763836884743685,20.38184279997882,48.81960045688005,44.33400655063124,25.9,11.3,21.8
94,Basel-Landschaft,2005,266089.0,2.7321685601434105,19.54233358011793,48.24325695537959,43.767310937317966,25.9,11.3,21.8
95,Basel-Landschaft,2006,267166.0,2.8671312966470284,19.059311439329857,47.55844680835136,43.078086283434274,25.9,11.3,21.8
96,Basel-Landschaft,2007,269145.0,2.340745694699883,18.08690482825243,46.87064593434766,42.30804956436122,22.9,12.1,22.5
97,Basel-Landschaft,2008,271214.0,2.57361345653248,17.665017292617637,45.948955437403676,41.26999343691697,22.9,12.1,22.5
98,Basel-Landschaft,2009,272815.0,2.2139545112988652,17.81793523083408,45.03784615948537,40.70157432692484,22.9,12.1,22.5
99,Basel-Landschaft,2010,274404.0,2.4890307721461786,17.394061311059605,45.87396685179517,41.46076587804842,22.9,12.1,22.5
100,Basel-Landschaft,2011,275360.0,2.1390180127832656,17.838466008134805,44.2765833817548,41.429401510749564,22.0,9.3,24.0
101,Basel-Landschaft,2012,276537.0,2.129913899405866,18.684660642156384,44.305102029746465,41.17351385167265,22.0,9.3,24.0
102,Basel-Landschaft,2013,278656.0,2.0024689940284794,19.278249885163067,44.81511254019293,40.51231626090951,22.0,9.3,24.0
103,Basel-Landschaft,2014,281301.0,1.9267617249849804,19.310276181030286,45.627281808454285,39.58037831362135,22.0,9.3,24.0
104,Basel-Landschaft,2014,281301.0,1.9267617249849804,19.310276181030286,45.627281808454285,39.58037831362135,22.0,9.3,24.0
105,Basel-Landschaft,2015,283231.0,1.8536106570255373,19.29873495486017,55.191698648806096,29.555380590401473,22.0,9.6,26.7
106,Basel-Landschaft,2016,285624.0,1.995630619275691,19.09153292440411,56.51135758899812,29.115200403327453,22.0,9.6,26.7
107,Basel-Landschaft,2017,287023.0,1.7141483435125409,19.482759221386438,61.078728882354376,30.499297965668255,22.0,9.6,26.7
108,Basel-Landschaft,2018,288132.0,2.051143226021407,19.279358071994782,61.61412130551275,30.250024294420612,22.0,9.6,26.7
109,Basel-Landschaft,2019,289468.0,1.768762004781185,19.014191551397737,61.816850221786176,30.9636989235425,22.8,9.3,22.7
110,Basel-Landschaft,2020,290969.0,1.8971093140506377,18.75801202189924,61.4257876268606,31.896868738594147,22.8,9.3,22.7
140,Basel-Stadt,2000,187667.0,1.2149179131120547,17.776167360271117,33.351628149861185,43.82230226944535,26.0,9.9,10.0
141,Basel-Stadt,2001,186469.0,2.7886672851787697,16.458499804257006,32.745389314041475,42.248309370458365,26.0,9.9,10.0
142,Basel-Stadt,2002,186719.0,2.5546409310246947,16.350773086831012,31.65719610751985,43.203958890096885,26.0,9.9,10.0
143,Basel-Stadt,2003,186653.0,2.6894826228348863,16.233331368903794,31.19156938275838,43.83535223114549,26.0,9.9,10.0
144,Basel-Stadt,2003,186653.0,2.6894826228348863,16.672649247534196,30.67188847754925,43.11208499193691,26.0,9.9,10.0
146,Basel-Stadt,2005,185601.0,3.1519226728304264,16.109826994466623,31.169013097989776,43.0062338026196,31.2,8.1,12.1
147,Basel-Stadt,2006,184822.0,3.2355455519364575,15.77734252415838,30.266959561091213,43.44720866563504,31.2,8.1,12.1
148,Basel-Stadt,2007,185227.0,3.1690844207377973,15.483703779686547,29.46654645381073,42.88251712763258,31.2,8.1,12.1
149,Basel-Stadt,2008,186672.0,2.8231336247535785,16.07096940087426,28.884889003171338,41.76309248307191,28.2,9.3,13.9
150,Basel-Stadt,2009,187898.0,2.9484081789055767,16.65265197075009,27.951335298938783,41.00096861062917,28.2,9.3,13.9
151,Basel-Stadt,2010,184950.0,3.498242768315761,16.35036496350365,30.240605569072724,41.351716680183834,28.2,9.3,13.9
152,Basel-Stadt,2011,186255.0,2.2066521704115325,16.890821722906765,30.32938713054683,40.976081179028746,28.2,9.3,13.9
153,Basel-Stadt,2012,187425.0,2.3956249166333197,17.628384687208218,30.860344137655062,40.13338668800854,30.7,7.3,15.0
154,Basel-Stadt,2013,189335.0,2.1760371827712786,17.688224575487894,39.78133995299337,31.938099136451264,30.7,7.3,15.0
155,Basel-Stadt,2014,190580.0,2.1250918249553994,18.24430685276524,47.6282925805436,23.64361423024452,30.7,7.3,15.0
156,Basel-Stadt,2014,190580.0,2.1250918249553994,18.24430685276524,47.6282925805436,23.64361423024452,30.7,7.3,15.0
157,Basel-Stadt,2015,191817.0,2.1478805319653627,19.164099115302605,48.958121542928936,23.308674413633828,30.7,7.3,15.0
158,Basel-Stadt,2016,193070.0,2.139120526234008,19.112239084269955,49.40177137825659,23.19883979903662,32.5,5.9,14.3
159,Basel-Stadt,2017,193908.0,1.7946655114796708,18.957443736204798,52.3495678362935,24.351754440250016,32.5,5.9,14.3
160,Basel-Stadt,2018,194766.0,1.8535062587926023,18.93040879825021,53.4795600874896,23.84399741227935,32.5,5.9,14.3
161,Basel-Stadt,2019,195844.0,2.0118053144339374,19.316394681481178,54.42597169175466,24.412287330732624,32.5,5.9,14.3
162,Basel-Stadt,2020,196735.0,1.9213663049279488,19.823620606399473,54.24047576689455,24.886268330495337,30.0,6.3,11.0
190,Bern,1999,943427.0,2.9011253652905844,15.568772146652577,68.26177330095493,32.98718395805929,25.9,0.9,31.7
191,Bern,2000,943696.0,1.0660212610840778,15.564334277140096,68.24231532188332,32.97778098031569,25.9,0.9,31.7
192,Bern,2001,946310.0,1.9359406536969914,15.488581965740615,66.52154156671703,33.11177098413839,25.9,0.9,31.7
193,Bern,2002,949590.0,1.99033266988911,15.573036784296379,65.83472867237438,33.41863330490001,26.1,1.0,31.8
194,Bern,2003,951957.0,2.0935819580086075,15.565829128836702,64.81490235378278,33.77043290820909,26.1,1.0,31.8
195,Bern,2003,951957.0,2.0935819580086075,15.774872184352866,63.16356726196666,33.959517079027734,26.1,1.0,31.8
197,Bern,2005,957064.0,2.8994926149139455,16.172377186896593,61.12443890899668,34.03952086798793,26.1,1.0,31.8
198,Bern,2006,958897.0,2.730220242632942,16.180048534931277,60.017916418551735,33.52914859468744,24.0,1.8,27.4
199,Bern,2007,962982.0,2.4943353042943692,15.987837778899294,58.61687965091767,32.77112137090828,24.0,1.8,27.4
200,Bern,2008,969299.0,2.4068940543629984,16.06934495960483,56.940118580541196,31.902436709415774,24.0,1.8,27.4
201,Bern,2009,974235.0,2.43575728648632,16.414930689207427,55.645711763588864,31.557067853238696,24.0,1.8,27.4
202,Bern,2010,979802.0,2.768926783166395,16.71256029279385,54.93456841280177,31.126697026542097,18.9,1.3,26.6
203,Bern,2011,985046.0,2.293293917238383,16.79515474404241,53.91017272289822,30.42294471527218,18.9,1.3,26.6
204,Bern,2012,992617.0,2.3030030716782,17.43069079010333,52.99224172062336,29.40409039941891,18.9,1.3,26.6
205,Bern,2013,1001281.0,2.159234021218819,18.862836706179383,52.23808301565695,28.655292570217554,18.9,1.3,26.6
206,Bern,2014,1009418.0,2.0358265852203945,19.72126512505226,53.965750561214485,28.26480209387984,19.1,0.8,29.0
207,Bern,2014,1009418.0,2.0358265852203945,19.72126512505226,53.965750561214485,28.26480209387984,19.1,0.8,29.0
208,Bern,2015,1017483.0,2.051139920765261,20.016059236370534,54.709513574182566,27.68694906941934,19.1,0.8,29.0
209,Bern,2016,1026513.0,2.0301739968222514,19.40452775561537,55.798611415539796,26.99527429267822,19.1,0.8,29.0
210,Bern,2017,1031126.0,1.8911364857447102,19.32159600281634,58.7212426027469,28.111986313990723,19.1,0.8,29.0
211,Bern,2018,1034977.0,1.8483502531940323,19.41975522161362,59.23803137654267,28.11849925167419,19.1,0.8,29.0
212,Bern,2019,1039474.0,1.8615184218171883,19.44156371395533,59.684032501053416,28.353763538097155,19.1,0.8,29.0
213,Bern,2020,1043132.0,1.931682663363793,19.794235053665307,59.7191918184851,28.69818968260968,19.1,0.8,29.0
244,Freiburg,1999,234307.0,2.3857588548357493,15.872338427789183,80.45854370548042,38.27030349071944,23.2,33.6,8.4
245,Freiburg,2000,236339.0,1.895582193374771,15.735870931162442,79.76677569085086,37.941262339266906,23.2,33.6,8.4
246,Freiburg,2001,240339.0,2.230183199563949,15.465654762647759,80.76092519316465,38.49146414023525,19.6,33.5,11.8
247,Freiburg,2002,243400.0,2.230895645028759,14.843878389482333,81.32703368940017,39.00575184880854,19.6,33.5,11.8
248,Freiburg,2003,246656.0,2.3068565127140634,14.396568500259471,80.4683445770628,40.20984691229891,19.6,33.5,11.8
249,Freiburg,2003,246656.0,2.3068565127140634,14.729015308770109,80.18454852101712,41.54368837571354,19.6,33.5,11.8
251,Freiburg,2005,253954.0,2.807595076273656,14.030099939359097,77.94718728588643,42.015483118990055,19.6,33.5,11.8
252,Freiburg,2006,258252.0,2.6098539411117825,13.85081238480244,76.46794603720397,41.68796369437604,21.0,30.6,16.0
253,Freiburg,2007,263241.0,2.6401662355028286,13.865621236813414,74.99591628963573,40.41163800471811,21.0,30.6,16.0
254,Freiburg,2008,268537.0,2.5769260846736204,13.45438431203149,73.53549045382945,39.91256325943911,21.0,30.6,16.0
255,Freiburg,2009,273159.0,2.555288311935539,17.297617870910347,71.92880337093048,39.44222961718267,21.0,30.6,16.0
256,Freiburg,2010,278493.0,2.621250803431325,18.811962957776316,71.09693959991813,38.887871508440064,21.0,30.6,16.0
257,Freiburg,2011,284668.0,2.3852347295797207,18.93785040819481,70.16243483637079,38.20239717846754,24.3,26.6,18.6
258,Freiburg,2012,291395.0,2.2546714940201444,20.405291786063593,69.19130390020419,37.32733917877795,24.3,26.6,18.6
259,Freiburg,2013,297622.0,2.0730994348536065,23.422327650509708,68.50300045023553,37.0839521271949,24.3,26.6,18.6
260,Freiburg,2014,303377.0,2.063439219189325,23.297745049888423,68.01108851363155,35.312498969928505,24.3,26.6,18.6
261,Freiburg,2014,303377.0,2.063439219189325,23.297745049888423,68.01108851363155,35.312498969928505,24.3,26.6,18.6
262,Freiburg,2015,307461.0,1.9417096802521296,23.189933032156922,68.00212059415665,34.527956391217096,24.3,26.6,18.6
263,Freiburg,2016,311914.0,2.0454356008386925,22.467731490090216,67.63082131613201,34.57042646370474,23.6,23.7,19.7
264,Freiburg,2017,315074.0,1.8884452541307755,21.86153094193745,69.38687419463365,36.159759294641894,23.6,23.7,19.7
265,Freiburg,2018,318714.0,1.8637399047421825,22.035429883845705,68.99602778666768,35.94445176553273,23.6,23.7,19.7
266,Freiburg,2019,321783.0,1.9454104163364752,22.449911897148077,68.14530289045723,35.24114076877896,23.6,23.7,19.7
267,Freiburg,2020,325496.0,1.8402683903949666,22.56863371592892,67.0791653353651,35.38906776120137,23.6,23.7,19.7
296,Genf,1999,403067.0,3.351800072940727,22.77536985166238,69.99828812579547,30.255515832355414,20.6,11.2,0.0
297,Genf,2000,408820.0,2.402035125483098,22.454870113986598,69.01325766841153,29.829753925933176,20.6,11.2,0.0
298,Genf,2001,413618.0,2.57483958628493,23.004317993897754,70.39587252005474,31.555686648066573,17.8,11.7,10.4
299,Genf,2002,418747.0,2.6746460273148225,22.23060702524436,70.64408819645276,32.52799423040643,17.8,11.7,10.4
300,Genf,2003,423993.0,2.502399803770345,22.02158997907984,70.12144068416224,33.55951631276932,17.8,11.7,10.4
301,Genf,2003,423993.0,2.502399803770345,22.422539994764065,69.81247331913498,34.58783517652414,17.8,11.7,10.4
303,Genf,2005,430638.0,2.9049921279589817,22.076546890892118,69.2716388242561,34.8668719434885,14.6,9.8,9.6
304,Genf,2006,433235.0,3.02376308469999,21.939593984788853,68.96257227601649,34.98101492261706,14.6,9.8,9.6
305,Genf,2007,438177.0,2.9029364845713035,21.078240071934403,68.17564591477873,34.45183110934622,14.6,9.8,9.6
306,Genf,2008,446106.0,2.7347760397753,20.822405437272757,67.69915670266707,34.06141141343089,14.6,9.8,9.6
307,Genf,2009,453292.0,2.671567113472111,21.2909118184305,66.05675811618119,34.05310484191205,12.9,9.9,8.6
308,Genf,2010,457715.0,3.08051953726664,20.672252384125493,65.59103372185749,33.75244420654774,12.9,9.9,8.6
309,Genf,2011,460534.0,2.5057867605866235,19.740127764725298,64.70532034551195,33.736922789631166,12.9,9.9,8.6
310,Genf,2012,463101.0,2.610661605135813,19.766746346909205,64.32074212752725,32.794142098591884,12.9,9.9,8.6
311,Genf,2013,469433.0,2.6052706136978014,20.369253972345362,62.91845694699776,32.430613101337144,14.3,10.6,10.3
312,Genf,2014,477385.0,2.4403783110068393,20.775684196193847,60.952899651224904,32.692690386166305,14.3,10.6,10.3
313,Genf,2014,477385.0,2.4403783110068393,20.775684196193847,60.952899651224904,32.692690386166305,14.3,10.6,10.3
314,Genf,2015,484736.0,2.3600475310271984,21.069200554528653,61.212701346712436,32.12263995246897,14.3,10.6,10.3
315,Genf,2016,489524.0,2.3001936575121955,20.66905810542486,60.90406190503428,32.05562955033869,14.3,10.6,10.3
316,Genf,2017,495249.0,2.3180258819300996,21.296357993655715,63.96378387437431,33.53464620827099,14.3,10.6,10.3
317,Genf,2018,499480.0,2.418515255866101,21.692560262673183,64.5070873708657,33.661007447745654,15.3,10.7,7.3
318,Genf,2019,504128.0,2.245461470102831,21.754395709026277,65.505189158309,32.957899581058776,15.3,10.7,7.3
319,Genf,2020,506343.0,2.144791179101913,21.43211222432225,66.60504835654882,32.485884074629254,15.3,10.7,7.3
347,Glarus,1999,38708.0,2.867624263718094,24.93024697736902,77.60669629017256,38.0541490131239,15.6,14.6,26.6
348,Glarus,2000,38546.0,0.7264048150262025,25.03502308929591,77.93285944066828,38.21408187619986,15.6,14.6,26.6
349,Glarus,2001,38216.0,1.7531923801549087,23.28867490056521,75.36110529621101,38.20389365710697,15.6,14.6,26.6
350,Glarus,2002,38322.0,1.6700589739575178,24.085381765043575,73.29993215385417,40.08141537498043,18.7,14.0,26.3
351,Glarus,2003,38502.0,1.9998961092930236,22.466365383616434,71.76250584385227,40.30959430678926,18.7,14.0,26.3
352,Glarus,2003,38502.0,1.9998961092930236,20.75216871850813,69.9444184717677,38.77720637888941,18.7,14.0,26.3
354,Glarus,2005,38173.0,2.3838838969952585,19.77837738715846,69.1588295392031,38.90184161580174,18.7,14.0,26.3
355,Glarus,2006,38084.0,2.28442390505199,20.034660224766306,65.95945804012183,38.25753597311206,14.7,14.0,31.0
356,Glarus,2007,38237.0,2.2491304234118785,18.882234484922982,63.73407955645057,37.921385045897956,14.7,14.0,31.0
357,Glarus,2008,38370.0,2.215272348188689,18.191295282772998,60.90695856137607,36.512900703674745,14.7,14.0,31.0
358,Glarus,2009,38479.0,2.105044309883313,18.3216819563918,58.60339405909717,35.91569427479924,14.7,14.0,31.0
359,Glarus,2010,38608.0,1.968503937007874,19.68503937007874,56.20596767509325,35.0445503522586,13.9,10.7,26.3
360,Glarus,2011,39217.0,1.3769538720452865,20.220822602442816,54.721166840910826,34.24535278068185,13.9,10.7,26.3
361,Glarus,2012,39369.0,2.057456374304656,19.558535903883765,55.04330818664432,32.055678325586115,13.9,10.7,26.3
362,Glarus,2013,39593.0,1.7427323011643472,18.841714444472505,54.47932715378981,30.737756674159574,13.9,10.7,26.3
363,Glarus,2014,39794.0,1.759059154646429,18.5706387897673,54.480574961049406,29.7029702970297,11.5,8.9,28.8
364,Glarus,2014,39794.0,1.759059154646429,18.5706387897673,54.480574961049406,29.7029702970297,11.5,8.9,28.8
365,Glarus,2015,40028.0,1.9986009793144799,18.661936644348955,53.48755870890377,29.904067152992905,11.5,8.9,28.8
366,Glarus,2016,40147.0,1.9926769123471242,18.307719132189206,54.7238897053329,29.068174458863673,11.5,8.9,28.8
