,Kanton,Year,Population,Divorces_p1k,Pre_school_p1k,Primary_school_p1k,Secondary_school_p1k,SP,CVP,SVP
751,Solothurn,2014,263719.0,2.0172987156784306,19.357725457778926,54.07270617589177,28.45832116760643,19.1,18.4,20.2
752,Solothurn,2014,263719.0,2.0172987156784306,19.357725457778926,54.07270617589177,28.45832116760643,19.1,18.4,20.2
753,Solothurn,2015,266418.0,1.9368060716618245,19.142850708285476,54.846144029307325,27.287946009654004,19.1,18.4,20.2
754,Solothurn,2016,269441.0,2.0227062696471583,18.764775962084464,54.679874258186395,26.811064388864352,19.1,18.4,20.2
755,Solothurn,2017,271432.0,1.786819534911138,18.97344454596363,56.76559875033158,27.85964808865572,19.9,18.9,19.7
756,Solothurn,2018,273194.0,2.1083918387665905,18.90963930393786,56.82408837675791,27.566491211373602,19.9,18.9,19.7
757,Solothurn,2019,275247.0,1.7656868194748716,19.11374147583807,57.50471394783594,27.121094871152092,19.9,18.9,19.7
758,Solothurn,2020,277462.0,1.7876321802625226,19.563039263034216,57.809718087521894,27.2109333890767,19.9,18.9,19.7
788,St. Gallen,1999,447609.0,2.8127227111161752,24.979390494829193,80.96351950027815,40.633678053837166,15.2,33.8,9.8
789,St. Gallen,2000,449399.0,1.6199412993798383,24.87989514885436,80.64103391418315,40.471830155385305,16.1,31.7,22.6
790,St. Gallen,2001,452904.0,2.060039213608182,24.303163584335753,78.73854061787928,39.692738416971366,16.1,31.7,22.6
791,St. Gallen,2002,455251.0,2.2229495377275392,23.804450731574452,77.1706157702015,39.78903945296111,16.1,31.7,22.6
792,St. Gallen,2003,457289.0,2.3573713778376475,23.027013551605222,75.15378677379076,40.99158300330863,16.1,31.7,22.6
793,St. Gallen,2003,457289.0,2.3573713778376475,22.863003483573845,72.76142658143975,42.452366009241416,16.1,31.7,22.6
795,St. Gallen,2005,459999.0,2.650005760882089,22.139178563431656,70.16754384248662,42.302265874491034,17.1,28.7,24.6
796,St. Gallen,2006,461810.0,2.522682488469284,21.19269829583595,68.22069682336891,41.10998029492648,17.1,28.7,24.6
797,St. Gallen,2007,465937.0,2.244938693428511,20.56930443386123,66.69356586834701,39.046051290195884,17.1,28.7,24.6
798,St. Gallen,2008,471152.0,2.2285801609671614,20.921061568241246,65.0957652732027,37.11116582334363,13.3,26.1,30.5
799,St. Gallen,2009,474676.0,1.8560028314050006,20.27909563575997,63.80562741743842,35.92766434367863,13.3,26.1,30.5
800,St. Gallen,2010,478907.0,2.6163743691363877,19.724080040592433,62.48185973477105,35.16757950917401,13.3,26.1,30.5
801,St. Gallen,2011,483156.0,1.895868001225277,19.414019488529586,60.669845764101034,34.33673596105606,13.3,26.1,30.5
802,St. Gallen,2012,487060.0,1.9689565967231966,19.81891348088531,59.42799655073297,33.29158625220712,15.1,20.1,25.4
803,St. Gallen,2013,491699.0,1.90563739198168,20.158674310909724,58.051775578148415,32.75987951978751,15.1,20.1,25.4
804,St. Gallen,2014,495824.0,1.932137209977734,20.315676530381747,57.92377940559553,31.279244247958957,15.1,20.1,25.4
805,St. Gallen,2014,495824.0,1.932137209977734,20.315676530381747,57.92377940559553,31.279244247958957,15.1,20.1,25.4
806,St. Gallen,2015,499065.0,1.8755071984611222,20.62657168905854,57.47347539899612,30.53510063819342,15.1,20.1,25.4
807,St. Gallen,2016,502552.0,1.8983110205511071,20.531208710740383,57.53633454846464,29.740205988634013,12.3,18.4,29.5
808,St. Gallen,2017,504686.0,1.797157044181927,20.781238235259153,61.672009923001625,31.885172166455977,12.3,18.4,29.5
809,St. Gallen,2018,507697.0,1.7963470337622636,20.971169811915374,61.78685318211453,31.45183052096034,12.3,18.4,29.5
810,St. Gallen,2019,510734.0,1.9109751847341279,21.108835519076464,62.4610854182412,30.922163004616884,12.3,18.4,29.5
811,St. Gallen,2020,514504.0,1.8017352634770576,21.47505170027833,62.81972540543902,30.495389734579323,11.2,21.7,26.9
838,Tessin,1999,308498.0,2.635349337759078,25.666292812271067,51.00843441448566,38.24335976246199,16.4,25.5,2.8
839,Tessin,2000,310215.0,1.237851167738504,25.524233193108007,50.726109311284105,38.0316877004658,16.4,25.5,2.8
840,Tessin,2001,312528.0,2.1662059079506473,26.1960528336661,50.603465929452724,38.88931551732964,16.4,25.5,2.8
841,Tessin,2002,315256.0,2.277514147232725,25.909102443728273,50.755576420432924,39.44730631613673,16.4,25.5,2.8
842,Tessin,2003,317315.0,2.092557868364244,25.816617556686573,50.697256669240346,39.393032160471456,17.6,25.8,5.8
843,Tessin,2003,317315.0,2.092557868364244,25.84813198241495,50.514473000015755,39.28588311299497,17.6,25.8,5.8
845,Tessin,2005,322276.0,2.550608794945947,25.229927143194033,49.817547692040364,40.13640482071268,17.6,25.8,5.8
846,Tessin,2006,324851.0,2.3456907936253852,24.728260033061314,49.250271663008576,39.89521349788057,17.6,25.8,5.8
847,Tessin,2007,328580.0,2.4529794874916306,24.7976139752876,48.28656643739729,39.06811126666261,19.0,23.2,4.6
848,Tessin,2008,332736.0,2.4133246778226582,24.674216195422197,47.45203404500865,39.160175033660316,19.0,23.2,4.6
849,Tessin,2009,335720.0,2.42166090789944,24.600857857738593,46.514952936971284,39.15763135946622,19.0,23.2,4.6
850,Tessin,2010,333753.0,2.651661558098354,25.10539231108035,46.48048107432742,40.03859141341052,19.0,23.2,4.6
851,Tessin,2011,336943.0,2.1873135812288726,24.832093262065097,44.787990847116575,39.81088789498521,15.1,20.5,0.0
852,Tessin,2012,341652.0,2.0605762588833083,24.846920258040345,45.64293491623055,38.77044478006861,15.1,20.5,0.0
853,Tessin,2013,346539.0,2.022860341837427,24.914944638265823,45.27628924882914,38.154435720077686,15.1,20.5,0.0
854,Tessin,2014,350363.0,2.000782046049383,24.24342753087512,45.512796727965,37.53821037038728,15.1,20.5,0.0
855,Tessin,2014,350363.0,2.000782046049383,24.24342753087512,45.512796727965,37.53821037038728,15.1,20.5,0.0
856,Tessin,2015,351946.0,1.9093838259278413,24.225307291459487,45.151813062231135,36.96873952254039,14.6,18.6,0.0
857,Tessin,2016,354375.0,1.870899470899471,24.12698412698413,44.766137566137566,36.76331569664903,14.6,18.6,0.0
858,Tessin,2017,353709.0,1.8320144525584592,24.582354421289818,45.05681223830889,37.13787322346901,14.6,18.6,0.0
859,Tessin,2018,353343.0,1.9244756511378462,24.565365664524272,44.57425221385453,37.35463841083593,14.6,18.6,0.0
860,Tessin,2019,351491.0,2.0569516715932985,24.54970397535072,44.04380197501501,38.174519404479774,0.0,17.6,0.0
861,Tessin,2020,350986.0,1.9573430279270398,24.251679554170252,44.3094596365667,37.867607254990226,0.0,17.6,0.0
915,Uri,2008,35162.0,1.5357488197485922,13.992378135487174,67.54450827597975,36.175416642966844,3.6,34.7,30.4
916,Uri,2009,35335.0,1.1320220744304514,14.716286967595869,65.68558086882695,34.95118154804019,3.6,34.7,30.4
917,Uri,2010,35422.0,1.4115521427361526,13.833210998814295,63.802156851674106,34.44187228276213,3.6,34.7,30.4
918,Uri,2011,35382.0,1.3283590526256288,18.370923068226784,62.29156068057204,32.58719122717766,3.6,34.7,30.4
919,Uri,2012,35693.0,1.5689350853108452,17.482419522035133,61.160451629170986,31.939035665256494,0.0,36.6,24.6
920,Uri,2013,35865.0,1.3104698173706957,17.37069566429667,60.53255262791022,31.060922905339467,0.0,36.6,24.6
921,Uri,2014,36008.0,1.1386358586980672,18.245945345478784,59.181293045989776,30.882026216396355,0.0,36.6,24.6
922,Uri,2014,36008.0,1.1386358586980672,18.245945345478784,59.181293045989776,30.882026216396355,0.0,36.6,24.6
923,Uri,2015,35973.0,1.3343340838962556,19.4868373502349,59.07208183915714,30.328301781891973,0.0,36.6,24.6
924,Uri,2016,36145.0,1.1343200995988378,19.200442661502283,58.652649052427726,29.99031677963757,2.8,31.3,24.1
925,Uri,2017,36299.0,1.2672525413923248,19.559767486707624,59.94655500151519,29.229455356896885,2.8,31.3,24.1
926,Uri,2018,36433.0,1.0979057447918095,20.47594214036725,58.60071912826284,29.23174045508193,2.8,31.3,24.1
927,Uri,2019,36703.0,1.2805492739013158,18.581587336185052,58.496580660981394,28.553524235076154,2.8,31.3,24.1
928,Uri,2020,36819.0,1.3036747331540781,18.441565496075395,58.55672343083734,28.517884787745455,1.4,30.9,24.6
956,Waadt,1999,616275.0,3.534136546184739,23.76374183603099,49.21666463835139,53.46314551133828,24.2,1.6,8.9
957,Waadt,2000,620294.0,1.4396399126865647,23.60977214030766,48.89778072978297,53.11674786472221,24.2,1.6,8.9
958,Waadt,2001,624980.0,3.0944990239687673,23.483951486447566,48.18074178373708,56.91222119107812,24.2,1.6,8.9
959,Waadt,2002,631039.0,2.776373568036207,23.25846738474167,47.19201190417708,58.09149672207264,23.8,2.2,11.9
960,Waadt,2003,639105.0,2.638064167859741,22.631648946573723,46.6965522097308,58.428583722549504,23.8,2.2,11.9
961,Waadt,2003,639105.0,2.638064167859741,23.02282097620892,46.89683228890401,58.64451068290813,23.8,2.2,11.9
963,Waadt,2005,654093.0,3.2915808608256016,22.668030387116207,46.11270874325211,58.318924067372684,23.8,2.2,11.9
964,Waadt,2006,662145.0,3.2092668524265835,21.948364784148488,45.65767316826375,57.26238210663828,23.8,2.2,11.9
965,Waadt,2007,672039.0,3.017682009526233,21.22495867055335,44.826267523164574,56.408928648486174,22.5,0.4,15.6
966,Waadt,2008,688245.0,2.831840405669493,20.498514337190972,43.82741610908906,54.6854681109198,22.5,0.4,15.6
967,Waadt,2009,701526.0,2.63995917471341,20.68063051119987,42.60141463039146,54.10205751461813,22.5,0.4,15.6
968,Waadt,2010,713281.0,2.9595629212049666,21.17678726897254,43.552260609773704,56.34245129198731,22.5,0.4,15.6
969,Waadt,2011,725944.0,2.183364006039033,21.508546113749823,43.01158216060743,55.45469071994534,22.5,0.4,15.6
970,Waadt,2012,734356.0,2.28635702574773,21.48004510074133,43.1085195736128,54.85622776963761,24.6,0.0,17.1
971,Waadt,2013,749373.0,2.2965866130751977,21.946347146214237,62.89124374643869,34.794421469681986,24.6,0.0,17.1
972,Waadt,2014,761446.0,1.980442473924612,22.19330064114855,63.395171817830814,33.658329021361986,24.6,0.0,17.1
973,Waadt,2014,761446.0,1.980442473924612,22.19330064114855,63.395171817830814,33.658329021361986,24.6,0.0,17.1
974,Waadt,2015,773407.0,2.324778544802413,21.831972040594408,63.97666429189289,32.755069452435784,24.6,0.0,17.1
975,Waadt,2016,784822.0,2.2833202942832895,21.00221451488363,64.4044127203366,32.57936194449187,24.6,0.0,17.1
976,Waadt,2017,793129.0,2.024891285024252,21.450482834444333,67.11392472094703,34.105422951373605,23.4,0.0,15.8
977,Waadt,2018,799145.0,1.9595943164256797,21.695687265765287,66.99910529378272,34.55443004711285,23.4,0.0,15.8
978,Waadt,2019,805098.0,2.1214808631992628,21.735242169276287,67.16076800588252,34.77837480654529,23.4,0.0,15.8
979,Waadt,2020,814762.0,1.9514901284055959,21.49830257179397,66.37275670686654,34.783163672336215,23.4,0.0,15.8
1008,Wallis,1999,275632.0,2.525105938352586,24.36219306901956,79.15263830034249,36.54147559064259,17.0,53.6,0.0
1009,Wallis,2000,276170.0,1.4121736611507405,24.31473367853134,78.99844298801463,36.47029003874425,17.0,53.6,0.0
1010,Wallis,2001,278419.0,2.0221321102367296,22.911511067850974,75.69167334125903,37.436381856123326,13.5,54.1,4.6
1011,Wallis,2002,281345.0,1.9691126552808829,22.346229717961933,74.65211750697543,37.69748884821127,13.5,54.1,4.6
1012,Wallis,2003,285008.0,2.161342839499242,21.666058496603604,73.61196878684106,37.798938977151515,13.5,54.1,4.6
1013,Wallis,2003,285008.0,2.161342839499242,21.501150844888567,72.61550552966935,38.89364509066412,13.5,54.1,4.6
1015,Wallis,2005,291575.0,2.184686615793535,20.790534167881333,69.9442681985767,38.52868044242476,8.0,53.2,6.4
1016,Wallis,2006,294608.0,2.6170368761201326,20.59346657253028,68.3111117145495,37.5651713463314,8.0,53.2,6.4
1017,Wallis,2007,298580.0,2.2707482081854113,19.308058141871523,66.67224864357961,36.69703262107308,8.0,53.2,6.4
1018,Wallis,2008,303241.0,2.166593567492522,18.90245712156338,64.80654001272914,35.20302333787318,8.0,53.2,6.4
1019,Wallis,2009,307392.0,2.065766187799292,19.008302102852383,63.092077867999166,34.678846554236934,7.0,48.5,11.5
1020,Wallis,2010,312684.0,2.6192577810185362,18.836908828082027,59.437003492343706,34.296606158294,7.0,48.5,11.5
1021,Wallis,2011,317022.0,2.157578969282889,19.251029896978757,59.822346714108164,33.761063900928015,7.0,48.5,11.5
1022,Wallis,2012,321732.0,2.1570748324692604,19.19920927977323,59.51848122039462,32.85653898275583,7.0,48.5,11.5
1023,Wallis,2013,327011.0,1.9326566996217251,19.170608939760434,58.47203916687818,32.475971756301774,4.8,43.8,17.2
1024,Wallis,2014,331763.0,1.9682725318977703,19.34814913055404,58.345867381232985,31.242181919020506,4.8,43.8,17.2
1025,Wallis,2014,331763.0,1.9682725318977703,19.34814913055404,58.345867381232985,31.242181919020506,4.8,43.8,17.2
1026,Wallis,2015,335696.0,2.067346646966303,19.410418950479002,58.401053333968825,30.560387970068156,4.8,43.8,17.2
1027,Wallis,2016,339176.0,2.004858834351487,18.92232941009977,59.65929193103286,29.53333962308654,4.8,43.8,17.2
1028,Wallis,2017,341463.0,1.9123594650079219,19.270023399314127,59.84835838729233,30.59775144012675,3.3,41.7,16.4
1029,Wallis,2018,343955.0,2.07294558881249,19.749676556526293,59.24902966957887,30.503990347574536,3.3,41.7,16.4
1030,Wallis,2019,345525.0,2.057738224441068,19.758338759858187,59.30106359887128,30.95289776427176,3.3,41.7,16.4
1031,Wallis,2020,348503.0,2.020068693813253,19.646889696788836,59.675239524480425,30.708487444871352,3.3,41.7,16.4
1059,Zug,1999,97758.0,2.761922297919352,18.024100329384808,66.48049264510321,33.49086519773318,6.1,33.6,12.6
1060,Zug,2000,99388.0,1.247635529440174,17.72849841027086,65.39018795025555,32.94160260796072,6.1,33.6,12.6
1061,Zug,2001,101022.0,2.2272376314070206,19.520500485042863,64.7284749856467,33.606541149452596,6.1,33.6,12.6
1062,Zug,2002,102407.0,2.216645346509516,19.38344058511625,65.02485181677034,33.464509262062165,8.3,29.0,21.3
1063,Zug,2003,103642.0,1.7463962486250748,19.220007332934525,63.91231354084252,33.374500685050464,8.3,29.0,21.3
1064,Zug,2003,103642.0,1.7463962486250748,18.998089577584377,64.02809671754694,34.387603481214185,8.3,29.0,21.3
1066,Zug,2005,106496.0,2.7324969951923075,18.66736778846154,61.75818810096153,34.01066706730769,8.3,29.0,21.3
1067,Zug,2006,107171.0,2.444691194446259,18.568456018885705,61.350551921695235,33.815117895699395,6.8,28.7,19.8
1068,Zug,2007,109141.0,2.336427190515022,17.976745677609696,60.921193685232865,32.27934506738989,6.8,28.7,19.8
1069,Zug,2008,110384.0,2.328235976228439,17.575010871140744,60.00869691259603,32.74025221046528,6.8,28.7,19.8
1070,Zug,2009,110890.0,2.2093966994318692,18.540896383803773,58.95031111912706,31.98665344034629,6.8,28.7,19.8
1071,Zug,2010,113105.0,2.4755757924052872,17.762256310507937,61.71256796781751,33.83581627691083,9.1,26.5,22.7
1072,Zug,2011,115104.0,2.102446483180428,19.408534890186267,60.0413539060328,33.23081734778983,9.1,26.5,22.7
1073,Zug,2012,116575.0,2.093073128886983,20.476088355136177,59.395239116448636,32.12524126099078,9.1,26.5,22.7
1074,Zug,2013,118118.0,1.93873922687482,19.429722819553326,58.94105894105894,32.526795238659645,9.1,26.5,22.7
1075,Zug,2014,120089.0,1.707067258449983,20.193356593859555,58.58987917294673,31.85970405282749,9.3,26.8,23.6
1076,Zug,2014,120089.0,1.707067258449983,20.193356593859555,58.58987917294673,31.85970405282749,9.3,26.8,23.6
1077,Zug,2015,122134.0,1.8176756677092374,20.624887418736797,58.39487775721748,31.211620023908168,9.3,26.8,23.6
1078,Zug,2016,123948.0,1.799141575499403,20.169748604253396,59.169974505437764,30.359505599122212,9.3,26.8,23.6
1079,Zug,2017,125421.0,1.5228709705711165,20.172060500235208,62.318112596774064,31.254734055700403,9.3,26.8,23.6
1080,Zug,2018,126837.0,1.8606558023289734,20.28587872623919,62.497536207888864,31.323667384122928,11.8,25.6,22.4
1081,Zug,2019,127642.0,1.9115964964510115,20.60450321994328,61.703827893640025,31.901725137493933,11.8,25.6,22.4
1082,Zug,2020,128794.0,1.6926254328617794,21.025824184356413,61.88176467847882,32.35399164557355,11.8,25.6,22.4
1110,Zrich,1999,1198569.0,3.1938086167755046,20.71970825209062,61.65268749650625,30.872648967226752,22.1,6.7,28.9
1111,Zrich,2000,1211647.0,1.631663347493123,20.496068574428033,60.9872347309076,30.539422785679328,22.1,6.7,28.9
1112,Zrich,2001,1226931.0,2.2071330824634803,20.013350384006927,60.5698282951527,30.484191857569822,22.1,6.7,28.9
1113,Zrich,2002,1241312.0,2.383768142094816,20.16012090433348,60.595563403882345,30.790808434946253,22.1,6.7,28.9
1114,Zrich,2003,1249893.0,2.5746203875051705,19.911304407657294,60.19475267082863,30.766633623838203,26.5,6.4,30.3
1115,Zrich,2003,1249893.0,2.5746203875051705,19.76569194323034,59.877125481941256,31.26507629053047,26.5,6.4,30.3
1117,Zrich,2005,1272590.0,3.422940617166566,19.56246709466521,58.65046872912721,30.74595902843807,26.5,6.4,30.3
1118,Zrich,2006,1284052.0,3.1431748869983456,19.01870017725139,58.42442517904259,30.46994981511652,26.5,6.4,30.3
1119,Zrich,2007,1307567.0,2.9443997898386853,18.771504634179355,57.5251593226198,29.772852939849354,19.5,7.2,30.5
1120,Zrich,2008,1332727.0,2.9480906442204593,18.84331899931494,56.569725082481256,29.176267907831086,19.5,7.2,30.5
1121,Zrich,2009,1351297.0,2.9282977761365565,19.230413447228845,56.319225159235906,29.026927463022563,19.5,7.2,30.5
1122,Zrich,2010,1373068.0,3.189208400457953,19.40981801338317,56.58496156053451,29.193747141438006,19.5,7.2,30.5
1123,Zrich,2011,1392396.0,2.405206564799095,19.24955256981491,56.23328420937722,28.662822932556544,19.3,4.9,29.6
1124,Zrich,2012,1408575.0,2.3612516195445754,19.722059528246632,55.74286069254388,28.261185950339883,19.3,4.9,29.6
1125,Zrich,2013,1425538.0,2.241259089550752,20.12363051703988,55.63373266794712,27.940328493523147,19.3,4.9,29.6
1126,Zrich,2014,1446354.0,2.201397444885554,20.754255182341254,56.10383073576732,27.612880387512323,19.3,4.9,29.6
1127,Zrich,2014,1446354.0,2.201397444885554,20.754255182341254,56.10383073576732,27.612880387512323,19.3,4.9,29.6
1128,Zrich,2015,1466424.0,2.1323982695318677,21.170548217977885,56.579134002171266,27.264965657954313,19.7,4.9,30.0
1129,Zrich,2016,1487969.0,2.1458780391258148,21.322352817834243,57.36141008314017,27.049622673590648,19.7,4.9,30.0
1130,Zrich,2017,1504346.0,1.9802625193938097,21.5502284713756,59.4264883211708,28.198300125104197,19.7,4.9,30.0
1131,Zrich,2018,1520968.0,2.0026719825795154,21.842668616302248,60.26030790917363,28.184024910451765,19.7,4.9,30.0
1132,Zrich,2019,1539275.0,2.0139351317990615,22.233843855061636,61.002744798687694,28.157411768527393,19.3,4.3,24.5
1133,Zrich,2020,1553423.0,1.8172770713450233,22.12919468811779,61.85565683011002,28.32712017267673,19.3,4.3,24.5
