,Divorces_p1k,Pre_school_p1k,Primary_school_p1k,Secondary_school_p1k,SP,CVP,SVP,Foreigners_p1k,Cars_p1k,Average_age_when_married,Average_duration_of_marriage_when_divorced
204,1.6335420637081406,19.206494567235108,58.43625473355939,29.304754597430886,12.8,9.4,25.3,240.40294037571465,789.6690839789125,30.2,15.89431241
205,1.4289233801428924,20.374476472037447,57.8960335057896,30.22912047302291,12.8,9.4,25.3,239.76348854397637,792.5104705592511,30.4,17.21375106
206,1.5177107047563096,21.00315781743409,58.13811167413282,31.382340701574016,12.8,9.4,25.3,240.50818829404423,800.2252086852219,30.6,16.37472762
230,2.6010636752012553,25.458455636606704,78.11909674794386,35.89177250138045,21.9,31.7,2.3,120.33188991252288,645.7758144671453,28.4,13.694559
231,0.8867052359217373,25.46733726778498,78.14634997238132,35.90429397912609,21.9,31.7,2.3,120.35933366281944,651.2486554059948,27.9,15.434965
232,1.2041201218627593,24.76425359059916,77.6584941244741,36.16712606992601,21.9,31.7,2.3,119.81720586101842,663.4121572609895,28.3,13.626564
233,1.4621999594637634,24.52442308249124,77.46764339693662,37.61183658105799,23.9,31.3,5.2,120.8848481338854,682.4709731592205,28.4,14.179087
234,2.244295146530754,24.614849994208267,77.31958762886599,37.77655507934669,23.9,31.3,5.2,119.9611954129503,682.5697903393954,28.6,14.164652
235,2.244295146530754,24.571412023630256,75.82821730568747,38.58739719680297,23.9,31.3,5.2,119.9611954129503,682.5697903393954,28.6,14.164652
236,2.4453769353205037,23.42642164665027,75.21342786861526,39.039212849081174,23.9,31.3,5.2,119.3170308204312,700.3328027781797,28.9,15.490087
237,2.6698608786007045,22.989666916815793,74.69837787912024,39.09542227096923,19.8,30.1,5.8,116.85331640016165,700.1241124516539,28.9,16.206035
238,2.300337862123499,22.227014592768313,73.82646826252606,37.26547336640069,19.8,30.1,5.8,115.77888002300338,712.112716555244,29.0,13.914446
239,2.4777290825241325,20.609549998567786,72.48431726389963,36.96542636991206,19.8,30.1,5.8,117.36988341783392,718.1690584629487,29.4,15.471302
240,2.566515527418941,20.261214247012862,71.62004163458522,36.87227307725212,19.8,30.1,5.8,120.34106139675478,715.1880685544814,29.6,15.503993
241,2.970070824765821,21.233150559744118,68.59721270276445,37.08304774960018,21.2,28.9,6.4,123.12942654786384,728.1100068540096,29.4,17.225338
242,2.636727056221825,19.87468458506989,64.99673953105952,37.01341045051175,21.2,28.9,6.4,124.25221853647473,739.7578747412889,29.5,15.385427
243,2.2271714922048997,18.83228552902371,65.65927095373686,36.565081334047534,21.2,28.9,6.4,126.04662964111526,748.3860054692566,30.2,15.942402
244,2.3279154701831666,21.29972957149628,64.45677325824528,36.006021913072566,21.2,28.9,6.4,128.52323733586104,755.1088683821685,29.1,15.550428
245,2.195829305344566,19.941996961745613,63.8447728214335,34.29084380610413,21.2,28.9,6.4,134.69134097500347,750.5455047645353,29.9,17.383721
246,2.195829305344566,19.941996961745613,63.8447728214335,34.29084380610413,21.2,28.9,6.4,134.69134097500347,750.5455047645353,29.9,17.383721
247,2.129647440301173,19.853810007969003,64.54892693248331,34.67890412464621,20.0,26.8,8.5,139.12780632573987,757.3988073974335,29.9,16.123531
248,2.215475506687454,19.515330543475287,64.08468039714451,33.13640217718334,20.0,26.8,8.5,142.51524848882687,766.5134979896611,30.0,15.503182
249,2.4423522990858233,20.084595442761632,63.84227043252831,32.78755628325829,20.0,26.8,8.5,145.32678400873243,775.9994542229499,29.7,16.027394
250,2.329097372614718,19.953962870646563,64.52008335716911,32.29409280976314,20.0,26.8,8.5,146.7058935697844,782.4813740312453,30.5,14.92063425
251,2.3102848445314197,19.161774298760598,63.682322243966084,32.31680800173951,20.0,26.8,8.5,146.33616003479017,789.0166340508806,30.6,16.26484198
252,2.4284687080275136,20.160360335915563,62.97738403722748,32.08563404740263,20.2,24.4,6.7,146.9969745892632,796.8904747045815,30.8,16.90646047
253,1.9168570493720989,17.697628830456598,79.12392104402112,38.36609653199443,9.6,39.8,17.0,145.73036017801869,588.1305431770603,28.9,13.458648
254,1.468855934033968,17.603230331011005,78.70187696747492,38.16145318813741,9.6,39.8,17.0,147.96851464103753,600.8139189940352,29.1,13.571608
255,1.5827802649585592,17.604859192553505,79.30471948505358,38.495273086735786,9.6,39.8,17.0,146.9871463386064,613.6644791538697,29.5,14.096696
256,1.5260494076257,17.14176913742686,79.16132644100838,38.995251343463416,9.6,39.8,17.0,151.559156438536,633.4952215045085,29.6,14.532722
257,1.6790542931974233,16.164790826077724,78.60692291356976,39.75932611311673,11.6,35.9,19.9,153.05726622779076,631.1885042825794,29.7,14.287503
258,1.6790542931974233,15.842004671904862,78.09726056487577,40.14157287463722,11.6,35.9,19.9,153.05726622779076,631.1885042825794,29.7,14.287503
259,2.0539642632665887,14.93894226452366,75.95458830923947,40.2992277992278,11.6,35.9,19.9,153.02594953757745,647.7984421298376,30.3,14.9368
260,2.2054523683551,13.433209879981064,73.81860711202695,39.244242711147,11.6,35.9,19.9,152.61062070117794,650.9871627078054,30.3,15.255688
261,2.0661668615448106,13.703831075039549,70.55505880734576,38.74544329046014,10.7,37.3,18.2,152.54969392667996,658.2323406011418,30.3,15.910394
262,2.0285185848099756,13.106725027254829,67.68689219020345,38.21099847589914,10.7,37.3,18.2,155.30642020708245,660.8739986223429,30.5,15.186666
263,2.0833109898006246,13.261333533531387,64.738151671475,37.85083815059898,10.7,37.3,18.2,160.16291116568894,658.0581503844876,30.6,15.51643
264,2.195386774714653,13.503350017213526,62.034903736659516,37.35600222451736,10.7,37.3,18.2,161.534387330844,668.8567569714785,30.8,15.53189
265,1.7043401768743813,14.100731478718002,60.50538529607347,36.346166936324174,11.0,31.3,22.1,164.64816240188918,679.3248613750961,31.1,14.918934
266,1.7457431322879595,14.318201832771276,59.596147968566264,35.01587745608445,11.0,31.3,22.1,166.13828150496525,690.076201428712,31.0,15.067319
267,1.7189745586641696,15.045510555938405,58.65776523060133,33.080653466513304,11.0,31.3,22.1,167.68071648704108,696.5433496691422,31.1,15.603518
268,1.6852338040161783,15.476274949062859,58.38511520410335,31.677327143161246,11.0,31.3,22.1,170.6014130622092,704.7622426533943,30.9,16.301132
269,1.6852338040161783,15.476274949062859,58.38511520410335,31.677327143161246,11.0,31.3,22.1,170.6014130622092,704.7622426533943,30.9,16.301132
270,1.645091558373165,16.012057317397343,58.63898766682883,30.035459747919813,11.8,30.9,24.1,173.70762509968353,713.3553347610856,31.1,15.250347
271,1.5716527391130821,16.99814326829401,58.768409284154316,29.254059896330414,11.8,30.9,24.1,176.64732261271155,720.0995545331275,31.2,16.010296
272,1.5596325761489376,17.962834496907792,59.605516277742524,29.47311970795019,11.8,30.9,24.1,182.3663119363552,727.7358759772303,31.2,15.229991
273,1.7164887915479408,17.489629038204697,60.11617430540804,29.629575370461254,11.8,30.9,24.1,183.11004329067748,726.1699836652774,31.2,16.38840136
274,1.6242254066615027,17.856797056545314,60.53689000774593,29.41034082106894,13.8,27.5,19.6,183.68754841208366,727.7352827265685,31.3,16.04827858
275,1.7365322675556687,18.13631418023908,60.941954667621,29.571487245014374,13.8,27.5,19.6,186.41181514457892,731.7357876963206,31.4,16.10192179
276,3.5134531449027766,15.206853044690883,62.65658108409951,43.622358118672615,33.0,0.6,0.0,222.4039988167752,613.6469281432426,28.3,12.264849
277,1.9067042375898293,15.199329033192342,62.62558000615455,43.600774749443374,33.0,0.6,0.0,222.2396534142677,625.531735161195,28.3,12.660645
278,3.0019190624868406,15.641261648228026,60.62793649647771,45.895071197819846,31.6,0.0,0.0,221.70886799376757,632.8153669379824,28.0,13.678287
279,3.17209040157825,16.48407658589529,60.44361294500711,46.963727835842825,31.6,0.0,0.0,226.05791313629194,646.536784855517,28.1,13.217875
280,2.5382078097780862,17.79738636431663,59.67182888648105,48.04037187138949,31.6,0.0,0.0,227.8819733368453,645.4530760803846,28.4,14.251632
281,2.5382078097780862,18.461870012631177,58.68408292277024,49.0281178351003,31.6,0.0,0.0,227.8819733368453,645.4530760803846,28.4,14.251632
282,3.61544489563297,20.255990121345967,57.64527083184916,48.17031179501792,32.1,0.8,15.6,228.28358386169884,649.5927429887678,28.9,13.342172
283,3.7830349531116796,20.02818035426731,57.30794733352278,47.669792554703044,32.1,0.8,15.6,229.45675854883015,642.8436108743015,28.8,14.360007
284,3.4868242805479968,19.77241403682369,56.18970208856062,46.824751740467185,32.1,0.8,15.6,229.25280654015148,646.216913453723,29.0,14.012608
285,3.2821604923825793,19.18396480307037,55.621211766633124,45.42954763520629,32.1,0.8,15.6,231.99784699632588,647.2350284336899,29.1,14.199488
286,3.5479792830634964,19.83722407033039,54.80433680751776,45.36636235995969,28.2,3.2,12.7,236.4911708331634,648.1266785903628,29.2,14.536081
287,3.562193102245983,19.827410872533925,54.08373768777058,45.09399424702908,28.2,3.2,12.7,230.50236801580616,656.169916029869,29.4,13.835072
288,3.083443525057309,19.85183303211054,64.46937632446603,33.057517192796055,28.2,3.2,12.7,228.5790175710087,665.1749883071664,29.4,13.907553
289,2.8186120054539,19.690181834847667,63.728129976969875,32.91818004743518,28.2,3.2,12.7,232.0084329204716,673.0352784811578,29.4,13.658616
290,2.8627793335676466,20.776408430743416,62.18750354304373,32.20485028514416,26.5,2.7,16.9,237.5369893765377,675.423181143071,29.8,14.607843
291,2.6391920012180883,20.656752778764655,61.42324631894748,32.03685845923069,26.5,2.7,16.9,247.98254072983812,673.208253678233,30.1,13.654988
292,2.6391920012180883,20.656752778764655,61.42324631894748,32.03685845923069,26.5,2.7,16.9,247.98254072983812,673.208253678233,30.1,13.654988
293,2.4479666717198088,20.605591021127747,61.609032772434546,30.914001134149697,26.5,2.7,16.9,251.26468920368094,679.0356358818013,30.0,14.301865
294,2.5144623586664947,20.496508313406174,61.321520773715186,30.078345942979386,26.5,2.7,16.9,255.09192627977174,684.7121808620855,30.1,15.058451
295,2.0116428041626397,19.94785462228316,63.344271875210715,33.48991930952327,23.6,2.7,11.5,256.7316985457733,690.5553932255963,30.0,14.00596
296,2.3183488832343793,20.073508623126944,62.668928470455185,34.492507774950525,23.6,2.7,11.5,255.31806615776082,694.9222504947696,30.6,14.71339506
297,2.2210135073882693,20.459387181579185,62.91360710724322,33.89878524159188,23.6,2.7,11.5,253.30319100716164,696.6560148671924,30.8,14.36139516
298,2.131965843064573,20.296314825974736,62.86172353803995,33.520188295223264,23.6,2.7,11.5,253.46515515026095,703.0711678624626,30.6,14.0820173
299,1.9119951137902649,14.313407865735455,80.83490453302176,36.142018748174316,0.0,47.5,0.0,91.82887643731577,669.8887325065724,29.3,13.772814
300,1.0789473684210527,14.18421052631579,80.10526315789474,35.81578947368421,0.0,47.5,0.0,93.21052631578948,687.3947368421053,29.6,15.099353
301,1.797389877308604,15.421084164734689,78.27763161322254,36.807418791841414,0.0,47.5,0.0,90.91145901169607,704.8633723201959,29.6,14.709307
302,1.9878149524989674,15.282940933498555,76.51796778190831,37.07145807517555,0.0,37.3,12.4,93.53056588186699,725.5524576621231,30.3,14.079754
303,2.0220117737394423,14.845149731251599,74.6352700281546,37.65037112874328,0.0,37.3,12.4,94.16432045047351,719.3498848221142,30.9,17.400612
304,2.0220117737394423,15.792167903762477,72.58766316867161,37.906321986178654,0.0,37.3,12.4,94.16432045047351,719.3498848221142,30.9,17.400612
305,1.8591563449991206,14.848127025601084,69.91935281260206,38.26344747883326,0.0,37.3,12.4,93.8873954224556,726.6286460819537,30.5,16.724184
306,2.3992802159352196,15.020493851844448,67.95461361591522,36.738978306508045,3.1,34.4,19.5,94.02179346196141,718.9093272018395,31.3,15.267789
307,2.432546479013081,16.779606324620847,65.43053590488248,35.42085536277211,3.1,34.4,19.5,95.78772308685184,731.1291483605133,30.8,14.879624
308,1.7428873014704076,16.667894052090237,63.43127869013428,33.875837690551585,3.1,34.4,19.5,99.32002847534183,728.4287011807447,30.7,18.980566
309,1.9365592979359711,17.306466637250576,61.52865617492768,33.31372260626563,3.1,34.4,19.5,105.48119821542384,756.2876893660832,30.8,14.929907
310,2.6326053042121687,16.91692667706708,59.526131045241804,31.981279251170044,2.1,31.1,26.6,106.74239469578784,768.3307332293292,30.8,16.292005
311,1.742877199777299,17.404565369998306,57.58756747597493,31.759095640386334,2.1,31.1,26.6,113.06915833555227,778.0252233061412,31.4,19.088438
312,1.8757214313197383,16.616968064640247,55.670450173143514,31.1177375913813,2.1,31.1,26.6,117.11235090419392,786.3120430934974,31.5,16.126101
313,1.7188693659281895,17.212566844919785,54.9083269671505,30.1279602750191,2.1,31.1,26.6,123.80634071810542,798.4625668449198,31.7,16.091982
314,1.9486692015209124,17.134030418250948,53.80228136882129,29.515209125475284,4.8,29.1,29.1,130.18060836501903,807.0817490494296,32.0,16.771159
315,1.9486692015209124,17.134030418250948,53.80228136882129,29.515209125475284,4.8,29.1,29.1,130.18060836501903,807.0817490494296,32.0,16.771159
316,1.7208863743517209,16.36020744931636,53.936822253653936,27.204148986327205,4.8,29.1,29.1,134.77133427628476,812.7298444130128,32.3,16.803195
317,1.433405395243914,16.942381802801016,53.12999342043425,26.71773662938246,4.8,29.1,29.1,138.7818403985337,823.8321270796127,31.7,16.792417
318,1.5127184714561661,17.105355023388952,53.2709627871256,26.5307547301543,4.8,29.1,29.1,140.45009192673788,824.8737461891131,31.2,15.521942
319,1.8277306063901164,17.282465354093887,53.21241005945909,27.161464960784766,4.5,26.8,25.9,144.76089119218935,829.1418920482151,31.2,15.76490884
320,2.065588228467983,17.267389235732356,53.241116810174766,26.5741406920881,4.5,26.8,25.9,147.3994476292153,836.8881565205282,31.6,16.92826628
321,1.4246323529411764,16.452205882352942,52.5735294117647,27.22886029411765,4.5,26.8,25.9,146.32352941176472,843.2904411764706,31.5,16.93198626
322,1.6446858029480218,14.491854150504267,85.67882079131108,43.0411171450737,10.2,63.6,0.0,104.91854150504267,676.6175329712955,29.2,13.220476
323,1.018078608008885,14.407354846671192,85.17924353674339,42.790152403282534,10.2,63.6,0.0,107.48442031221077,686.7094465354477,28.7,14.00679
324,0.7956423281718588,12.69967562274313,81.88995654568824,45.90244200991493,10.2,63.6,0.0,105.82042964685722,701.6035253075463,29.9,11.001687
325,1.1832165286247383,13.015381814872123,79.73059069809776,46.266800157762205,15.3,50.4,13.4,107.49067079275508,732.411031218713,30.0,14.421729
326,1.3276205419105667,12.159797236135416,78.05805322551446,47.16070243195944,15.3,50.4,13.4,108.68384527186048,728.4110795968861,29.8,15.95078
327,1.3276205419105667,14.362440407941584,75.79506366543963,47.04000965542212,15.3,50.4,13.4,108.68384527186048,728.4110795968861,29.8,15.95078
328,1.382668550302083,12.263668880940216,74.24328954882924,46.28933842315669,15.3,50.4,13.4,111.57534040698548,731.0409089542818,30.0,14.980148
329,1.5701377573692787,12.975855428825358,71.69308250629535,43.90460672492964,13.1,35.2,13.8,111.53903125462894,725.4628943860168,29.9,17.437767
330,2.2354913668853134,12.70700355913757,71.12392269906168,42.062534929552605,13.1,35.2,13.8,116.89266700002942,739.9476424390388,30.9,17.269827
331,2.0041244299863483,12.605652211798194,68.28545702750588,40.40198669726103,13.1,35.2,13.8,117.43007348456243,740.3061372680007,30.6,16.218434
332,1.627083809088833,11.018497373829641,66.25371089289791,39.36401004795616,13.1,35.2,13.8,122.0598310116465,758.2496003653803,30.0,17.921449
333,1.9109175214275678,12.533370802304342,64.69017844597442,36.672755374455534,10.9,33.8,21.1,126.68259097934522,771.6172544611494,30.7,18.316424
334,1.6998745994147972,13.821931169012123,62.22655705726627,36.44977009892713,10.9,33.8,21.1,132.7574195346245,785.2584645395012,31.0,18.134995
335,1.7998061747196457,13.484701647514884,61.24878859199778,35.27620102450505,10.9,33.8,21.1,136.12072546033505,802.9350685310814,31.0,15.925695
336,1.2874243295806282,14.983427835757526,59.24891116772126,34.84263291971403,10.9,33.8,21.1,136.5217629495713,808.2011668994987,31.6,17.681013
337,1.4117391540424609,14.361731009393495,60.51474181462779,32.90438182114351,12.8,32.1,24.5,138.26899060650484,815.9852310365422,32.4,17.230461
338,1.4117391540424609,14.361731009393495,60.51474181462779,32.90438182114351,12.8,32.1,24.5,138.26899060650484,815.9852310365422,32.4,17.230461
339,1.6722408026755853,16.075089006365303,59.76912288272737,32.71658215557234,12.8,32.1,24.5,140.9267450641925,825.6554105081453,31.6,16.914651
340,1.5517149125153833,16.13248434908235,60.276098239606185,30.71325378564931,12.8,32.1,24.5,143.39986088073198,831.5586708759163,31.9,15.875067
341,1.1443779108449768,16.73985362608117,60.359281437125745,31.696606786427147,12.8,32.1,24.5,146.00133067198936,838.8023952095809,31.4,16.088117
342,1.1363336064057503,15.750112312042493,61.49414656060886,31.13025554292963,15.1,29.8,24.5,145.84709706403106,846.3042731428874,30.8,16.47465398
343,1.4236751911415766,18.21776957553388,61.92987081465858,30.767202741892962,15.1,29.8,24.5,146.19035064592669,854.1523859741629,31.6,21.12548358
344,1.5219901333053427,17.79153983415556,61.5356355620867,31.122074105174768,15.1,29.8,24.5,146.13729400650783,861.8400335887477,32.0,17.32206153
345,2.963889493147705,22.56906678268436,70.19523602349358,35.25396998042202,27.7,5.5,27.2,194.43386991516206,634.5714596475962,28.6,13.974992
346,1.21410544983289,22.645112884523567,70.43175772457539,35.372757656367234,26.6,5.4,33.6,197.08069026669395,652.5475751995089,28.4,13.024601
347,2.212238320883803,21.917546327274714,68.27896052110502,37.362247197148676,26.6,5.4,33.6,196.72534105340782,669.4342405331222,29.0,12.877323
348,2.1805672183546876,21.507706476690956,66.44635262887016,38.586559037841646,26.6,5.4,33.6,197.14494677248965,694.3955359319555,28.8,14.062475
349,2.2306943543153794,20.31959766385464,65.16331386545534,38.42202033311702,26.6,5.4,33.6,202.66872160934457,693.1375730045424,29.6,13.847079
350,2.2306943543153794,19.359723123512868,63.67618429591175,37.80012978585334,26.6,5.4,33.6,202.66872160934457,693.1375730045424,29.6,13.847079
351,2.3046472534027442,19.386150425681905,62.75418903530178,36.91502630009219,27.2,4.6,35.6,207.30979881785152,712.203785044195,29.1,14.983244
352,2.233774673056616,18.357566404028915,61.76048520293505,35.808084910513635,27.2,4.6,35.6,209.24376573795792,697.1678444751307,29.8,15.630282
353,2.764098917170958,18.100822520697196,59.562306278261566,35.289224039609806,27.2,4.6,35.6,209.99100996954124,704.2279979067989,29.0,13.608336
354,3.0543271848399134,18.511878676812344,57.75334316029906,33.87647238489835,23.0,5.1,32.6,216.76427233974744,711.9105480525344,29.4,14.857975
355,2.696379713707919,17.02420132968529,56.30675284507712,33.242132254781446,23.0,5.1,32.6,224.85692004705447,699.3007917311022,30.2,14.36254
356,2.2918958562522915,17.064801718267066,54.38996280580439,32.8985279480329,23.0,5.1,32.6,226.55717952747656,712.3081355754623,29.8,14.635501
357,2.242704727828984,17.215675598594743,52.943387910136245,31.7349200793373,23.0,5.1,32.6,228.820700294274,724.5102995890536,30.3,15.554503
358,2.0652940799179014,17.81797190686935,51.491244949009044,30.004489769738953,22.6,4.9,33.6,233.3269193765634,732.8715284458983,30.2,14.52436
359,2.0055088026604726,18.290748004011018,51.597425840600124,28.254826548874757,22.6,4.9,33.6,238.0716652069609,738.7634388129419,30.7,15.128259
360,2.1280078572597807,18.58544140423335,51.70177669768437,27.210798695493406,22.6,4.9,33.6,244.69572005993678,748.3284435322413,30.8,15.783399
361,2.1280078572597807,18.58544140423335,51.70177669768437,27.210798695493406,22.6,4.9,33.6,244.69572005993678,748.3284435322413,30.8,15.783399
362,1.8538002905957212,19.489954406533393,51.71852297209279,27.03041234530788,22.6,4.9,33.6,248.94784307831054,755.5112981612306,30.4,15.730252
363,1.9561960653220913,19.128626081788806,52.965865616758904,26.804838490014735,22.8,3.7,35.1,249.74928499795715,758.4469288959873,30.6,16.236283
364,1.770107312755836,19.12699290727834,59.10191638701429,27.52271023097442,22.8,3.7,35.1,256.6655603495962,762.449140145788,30.6,15.063683
365,1.609932797502165,19.67289092705297,59.05526216292032,27.344464636362527,22.8,3.7,35.1,258.1502847873547,763.803344269493,31.4,16.44980804
366,1.9794044785544276,19.30830135522417,59.85573420119493,28.18526254432409,22.8,3.7,35.1,259.44770971972605,768.8468450964201,30.7,14.41152174
367,1.8169347949029564,18.28967475663903,60.28373061234312,28.613714849531327,19.7,3.2,33.4,258.185231087634,776.9742620958523,31.1,16.36180611
391,3.5915181133870147,21.0530199911442,69.56311396100169,35.64458730340948,25.1,24.4,6.4,159.85125539137707,621.439231185529,28.8,12.403743
392,1.1925496383419052,21.04378829170338,69.53261070016188,35.62895723623548,25.1,24.4,6.4,162.97358768928137,637.4444194004467,29.1,13.8065
393,2.238404331658947,20.39435057733707,66.80556461608715,35.89601409093875,25.2,22.0,15.5,163.00802400678452,651.3348881205559,29.1,12.924934
394,2.1032970602566183,20.2208867955173,65.28341724866006,36.27172324183856,25.2,22.0,15.5,169.08802988468412,678.1021601429268,29.8,13.677946
395,2.3459626347712987,20.181761457333057,63.507112845259655,36.696690126293014,25.2,22.0,15.5,172.96105864096236,676.6542277974288,30.0,14.00725
396,2.3459626347712987,20.28710692970621,63.049265215330195,36.70074187523045,25.2,22.0,15.5,172.96105864096236,676.6542277974288,30.0,14.00725
397,3.0007622904205506,19.83165078225517,61.57209291069909,36.4205423151849,24.9,21.5,17.6,178.04926251426772,696.588246207706,30.2,14.425997
398,2.7874648550156267,18.61929987571044,60.374960279631395,35.4567138484311,24.9,21.5,17.6,179.48779830499612,693.1938394211084,30.2,14.991511
399,2.7653452685421995,18.346387468030688,59.43893861892583,34.53484654731458,24.9,21.5,17.6,181.0701726342711,699.0209398976982,30.2,14.563066
400,2.68832148671723,18.051860382003735,57.19334471667395,33.47496326887186,24.9,21.5,17.6,186.22880514632885,700.9490529325338,30.4,14.456641
401,2.623166157595708,17.891338408216882,56.12705145045658,33.464161932042984,20.7,20.8,19.4,191.1825217212401,700.919492933673,30.3,14.943646
402,2.9496560693188765,17.81936979990912,54.13578602654299,31.886056313752526,20.7,20.8,19.4,191.50828097334733,711.2274956519014,30.9,14.692955
403,2.2296587415852755,17.506517763337094,55.07218179695708,30.872796606871862,20.7,20.8,19.4,196.2527724814195,720.2109031479824,30.9,14.085211
404,2.047955322948284,18.408457168422146,54.928398699490515,30.29508297883008,20.7,20.8,19.4,195.40424941087537,730.884786121728,30.5,13.822774
405,2.1840825896869993,19.572593014760727,53.57313616664818,29.2613516831971,19.1,18.4,20.2,198.28868905319447,735.7948568871276,30.6,14.967733
406,2.0172987156784306,19.357725457778926,54.07270617589177,28.45832116760643,19.1,18.4,20.2,201.65403327026115,740.5988950360041,30.6,14.630127
