,Divorces_p1k,Pre_school_p1k,Primary_school_p1k,Secondary_school_p1k,SP,CVP,SVP,Foreigners_p1k,Cars_p1k,Average_age_when_married,Average_duration_of_marriage_when_divorced
407,2.0172987156784306,19.357725457778926,54.07270617589177,28.45832116760643,19.1,18.4,20.2,201.65403327026115,740.5988950360041,30.6,14.630127
408,1.9368060716618245,19.142850708285476,54.846144029307325,27.287946009654004,19.1,18.4,20.2,206.3299026342064,744.4241755436944,30.8,14.389875
409,2.0227062696471583,18.764775962084464,54.679874258186395,26.811064388864352,19.1,18.4,20.2,211.78291351353357,748.7576129839185,30.9,14.853203
410,1.786819534911138,18.97344454596363,56.76559875033158,27.85964808865572,19.9,18.9,19.7,218.10619234283357,750.8178844056706,30.6,14.567679
411,2.1083918387665905,18.90963930393786,56.82408837675791,27.566491211373602,19.9,18.9,19.7,221.89359942019223,753.4023441217597,31.0,14.51661408
412,1.7656868194748716,19.11374147583807,57.50471394783594,27.121094871152092,19.9,18.9,19.7,224.5074424062751,756.8947163820133,30.9,14.91166165
413,1.7876321802625226,19.563039263034216,57.809718087521894,27.2109333890767,19.9,18.9,19.7,227.5735055611219,761.4087694891552,31.2,14.96726007
414,2.8127227111161752,24.979390494829193,80.96351950027815,40.633678053837166,15.2,33.8,9.8,189.79734545105214,583.6232068613455,28.6,12.509356
415,1.6199412993798383,24.87989514885436,80.64103391418315,40.471830155385305,16.1,31.7,22.6,192.87759874855084,596.3542419987583,28.7,12.916301
416,2.060039213608182,24.303163584335753,78.73854061787928,39.692738416971366,16.1,31.7,22.6,193.19546747213536,608.9590730044337,29.3,12.673056
417,2.2229495377275392,23.804450731574452,77.1706157702015,39.78903945296111,16.1,31.7,22.6,196.84525679240684,634.4192544332686,29.1,13.248145
418,2.3573713778376475,23.027013551605222,75.15378677379076,40.99158300330863,16.1,31.7,22.6,199.0972885855553,631.5918379842944,29.3,13.191861
419,2.3573713778376475,22.863003483573845,72.76142658143975,42.452366009241416,16.1,31.7,22.6,199.0972885855553,631.5918379842944,29.3,13.191861
420,2.650005760882089,22.139178563431656,70.16754384248662,42.302265874491034,17.1,28.7,24.6,203.35913773725594,645.6383600833915,29.6,14.636236
421,2.522682488469284,21.19269829583595,68.22069682336891,41.10998029492648,17.1,28.7,24.6,202.88213767566748,659.1498668283493,29.8,14.49941
422,2.244938693428511,20.56930443386123,66.69356586834701,39.046051290195884,17.1,28.7,24.6,203.2849934647817,659.8832030939806,29.7,15.067532
423,2.2285801609671614,20.921061568241246,65.0957652732027,37.11116582334363,13.3,26.1,30.5,206.8568105409719,657.5096784052705,29.7,14.821471
424,1.8560028314050006,20.27909563575997,63.80562741743842,35.92766434367863,13.3,26.1,30.5,213.15802779158838,669.6820568134896,30.0,14.184434
425,2.6163743691363877,19.724080040592433,62.48185973477105,35.16757950917401,13.3,26.1,30.5,215.21297454411817,683.7799405730132,30.1,14.514437
426,1.895868001225277,19.414019488529586,60.669845764101034,34.33673596105606,13.3,26.1,30.5,216.36697050228085,696.6424922799262,30.3,14.581741
427,1.9689565967231966,19.81891348088531,59.42799655073297,33.29158625220712,15.1,20.1,25.4,219.5417402373424,709.2247361721348,30.5,14.95872
428,1.90563739198168,20.158674310909724,58.051775578148415,32.75987951978751,15.1,20.1,25.4,222.84161651742224,716.255269992414,30.5,14.832139
429,1.932137209977734,20.315676530381747,57.92377940559553,31.279244247958957,15.1,20.1,25.4,227.1471328535932,721.8508987059924,30.2,14.701521
430,1.932137209977734,20.315676530381747,57.92377940559553,31.279244247958957,15.1,20.1,25.4,227.1471328535932,721.8508987059924,30.2,14.701521
431,1.8755071984611222,20.62657168905854,57.47347539899612,30.53510063819342,15.1,20.1,25.4,231.080119824071,726.8472042719885,30.4,15.215804
432,1.8983110205511071,20.531208710740383,57.53633454846464,29.740205988634013,12.3,18.4,29.5,233.5141438099938,732.234674222767,30.4,14.822316
433,1.797157044181927,20.781238235259153,61.672009923001625,31.885172166455977,12.3,18.4,29.5,237.22274840197667,737.3317270540495,30.5,15.067934
434,1.7963470337622636,20.971169811915374,61.78685318211453,31.45183052096034,12.3,18.4,29.5,238.19522274112316,740.5066407719565,30.6,15.07533601
435,1.9109751847341279,21.108835519076464,62.4610854182412,30.922163004616884,12.3,18.4,29.5,239.65900057564212,743.8745021870484,30.8,15.51908104
436,1.8017352634770576,21.47505170027833,62.81972540543902,30.495389734579323,11.2,21.7,26.9,242.5986969974966,751.2069877007759,30.7,15.57591929
437,2.635349337759078,25.666292812271067,51.00843441448566,38.24335976246199,16.4,25.5,2.8,260.614331373299,744.2317292170452,29.6,13.41408
438,1.237851167738504,25.524233193108007,50.726109311284105,38.0316877004658,16.4,25.5,2.8,258.93976758054896,758.0097674193704,29.4,13.936473
439,2.1662059079506473,26.1960528336661,50.603465929452724,38.88931551732964,16.4,25.5,2.8,251.89423027696716,771.1213075308453,29.5,14.305354
440,2.277514147232725,25.909102443728273,50.755576420432924,39.44730631613673,16.4,25.5,2.8,250.2442459461517,781.361813890933,29.9,14.000093
441,2.092557868364244,25.816617556686573,50.697256669240346,39.393032160471456,17.6,25.8,5.8,248.9545089264611,776.2916975245419,30.3,14.366491
442,2.092557868364244,25.84813198241495,50.514473000015755,39.28588311299497,17.6,25.8,5.8,248.9545089264611,776.2916975245419,30.3,14.366491
443,2.550608794945947,25.229927143194033,49.817547692040364,40.13640482071268,17.6,25.8,5.8,247.84656629721107,790.3349923667912,30.4,13.742618
444,2.3456907936253852,24.728260033061314,49.250271663008576,39.89521349788057,17.6,25.8,5.8,249.0711126023931,794.7243505484053,30.3,15.05835
445,2.4529794874916306,24.7976139752876,48.28656643739729,39.06811126666261,19.0,23.2,4.6,248.35960801022583,801.9964696573134,30.6,14.127109
446,2.4133246778226582,24.674216195422197,47.45203404500865,39.160175033660316,19.0,23.2,4.6,248.82789959607618,801.791810925178,30.5,15.783596
447,2.42166090789944,24.600857857738593,46.514952936971284,39.15763135946622,19.0,23.2,4.6,251.58465387823188,805.2454426307637,30.8,15.294638
448,2.651661558098354,25.10539231108035,46.48048107432742,40.03859141341052,19.0,23.2,4.6,255.6950798944129,824.0495216522398,30.9,15.991944
449,2.1873135812288726,24.832093262065097,44.787990847116575,39.81088789498521,15.1,20.5,0.0,257.77357001035784,834.4823901965615,30.9,15.269481
450,2.0605762588833083,24.846920258040345,45.64293491623055,38.77044478006861,15.1,20.5,0.0,258.5789048505497,838.882839848735,31.2,16.03529
451,2.022860341837427,24.914944638265823,45.27628924882914,38.154435720077686,15.1,20.5,0.0,263.5547514132609,841.224220073354,31.3,15.565933
452,2.000782046049383,24.24342753087512,45.512796727965,37.53821037038728,15.1,20.5,0.0,269.3378010805936,846.664744850341,31.2,15.752581
453,2.000782046049383,24.24342753087512,45.512796727965,37.53821037038728,15.1,20.5,0.0,269.3378010805936,846.664744850341,31.2,15.752581
454,1.9093838259278413,24.225307291459487,45.151813062231135,36.96873952254039,14.6,18.6,0.0,274.8432998244049,857.0263619987157,31.5,15.531672
455,1.870899470899471,24.12698412698413,44.766137566137566,36.76331569664903,14.6,18.6,0.0,275.5781305114638,861.6776014109347,31.8,16.034966
456,1.8320144525584592,24.582354421289818,45.05681223830889,37.13787322346901,14.6,18.6,0.0,281.43756590869896,867.8348585984525,31.8,16.321879
457,1.9244756511378462,24.565365664524272,44.57425221385453,37.35463841083593,14.6,18.6,0.0,279.01217796871595,867.1489176239518,32.0,16.72465459
458,2.0569516715932985,24.54970397535072,44.04380197501501,38.174519404479774,0.0,17.6,0.0,279.4580800077385,867.2910543939959,32.2,17.4764359
459,1.9573430279270398,24.251679554170252,44.3094596365667,37.867607254990226,0.0,17.6,0.0,275.9597248893118,866.4419663462361,32.3,16.75945899
492,1.5357488197485922,13.992378135487174,67.54450827597975,36.175416642966844,3.6,34.7,30.4,86.62760935100393,636.8522837153745,30.1,14.551334
493,1.1320220744304514,14.716286967595869,65.68558086882695,34.95118154804019,3.6,34.7,30.4,91.04287533606906,665.9402858355737,30.4,12.993873
494,1.4115521427361526,13.833210998814295,63.802156851674106,34.44187228276213,3.6,34.7,30.4,94.00937270622777,680.7069053130823,30.9,17.921881
495,1.3283590526256288,18.370923068226784,62.29156068057204,32.58719122717766,3.6,34.7,30.4,97.53547001300096,696.314510202928,30.1,15.037945
496,1.5689350853108452,17.482419522035133,61.160451629170986,31.939035665256494,0.0,36.6,24.6,97.35802538312835,708.0099739444709,31.0,13.440745
497,1.3104698173706957,17.37069566429667,60.53255262791022,31.060922905339467,0.0,36.6,24.6,104.69817370695664,716.6875784190715,31.8,14.933301
498,1.1386358586980672,18.245945345478784,59.181293045989776,30.882026216396355,0.0,36.6,24.6,110.47544990002221,722.5894245723173,30.1,14.224969
499,1.1386358586980672,18.245945345478784,59.181293045989776,30.882026216396355,0.0,36.6,24.6,110.47544990002221,722.5894245723173,30.1,14.224969
500,1.3343340838962556,19.4868373502349,59.07208183915714,30.328301781891973,0.0,36.6,24.6,115.1975092430434,736.5802129374808,31.1,14.292762
501,1.1343200995988378,19.200442661502283,58.652649052427726,29.99031677963757,2.8,31.3,24.1,114.3449993083414,743.0626642689168,31.7,16.535212
502,1.2672525413923248,19.559767486707624,59.94655500151519,29.229455356896885,2.8,31.3,24.1,118.32281881043555,749.8553679164716,31.1,13.640409
503,1.0979057447918095,20.47594214036725,58.60071912826284,29.23174045508193,2.8,31.3,24.1,119.973650262125,755.6610764965827,31.0,18.94575985
504,1.2805492739013158,18.581587336185052,58.496580660981394,28.553524235076154,2.8,31.3,24.1,122.52404435604718,760.3465656758303,31.1,15.36729681
505,1.3036747331540781,18.441565496075395,58.55672343083734,28.517884787745455,1.4,30.9,24.6,125.45153317580596,765.4200277030881,30.5,17.07116536
506,3.534136546184739,23.76374183603099,49.21666463835139,53.46314551133828,24.2,1.6,8.9,258.7383878950144,645.823698835747,28.6,13.655861
507,1.4396399126865647,23.60977214030766,48.89778072978297,53.11674786472221,24.2,1.6,8.9,262.14827162603535,659.6210829058479,28.7,13.513041
508,3.0944990239687673,23.483951486447566,48.18074178373708,56.91222119107812,24.2,1.6,8.9,262.36039553265704,670.9622707926653,28.7,14.037121
509,2.776373568036207,23.25846738474167,47.19201190417708,58.09149672207264,23.8,2.2,11.9,265.23875703403434,689.2585085866325,28.8,13.93261
510,2.638064167859741,22.631648946573723,46.6965522097308,58.428583722549504,23.8,2.2,11.9,267.8965115278397,680.5595324711902,28.9,13.723512
511,2.638064167859741,23.02282097620892,46.89683228890401,58.64451068290813,23.8,2.2,11.9,267.8965115278397,680.5595324711902,28.9,13.723512
512,3.2915808608256016,22.668030387116207,46.11270874325211,58.318924067372684,23.8,2.2,11.9,280.46011805660663,681.432151085549,29.3,14.059477
513,3.2092668524265835,21.948364784148488,45.65767316826375,57.26238210663828,23.8,2.2,11.9,281.8717954526577,669.4273912813659,29.4,14.240937
514,3.017682009526233,21.22495867055335,44.826267523164574,56.408928648486174,22.5,0.4,15.6,284.3793291758365,668.0668830231579,29.6,14.546881
515,2.831840405669493,20.498514337190972,43.82741610908906,54.6854681109198,22.5,0.4,15.6,283.4324986015154,663.3466280176391,30.0,14.621314
516,2.63995917471341,20.68063051119987,42.60141463039146,54.10205751461813,22.5,0.4,15.6,293.5429335477231,643.9946630630939,30.0,14.886085
517,2.9595629212049666,21.17678726897254,43.552260609773704,56.34245129198731,22.5,0.4,15.6,299.4878596233462,649.3738092000208,30.0,14.721201
518,2.183364006039033,21.508546113749823,43.01158216060743,55.45469071994534,22.5,0.4,15.6,304.3333921073802,653.3162337590779,30.2,14.59946
519,2.28635702574773,21.48004510074133,43.1085195736128,54.85622776963761,24.6,0.0,17.1,312.14288437760433,662.0481074574185,30.0,14.757353
520,2.2965866130751977,21.946347146214237,62.89124374643869,34.794421469681986,24.6,0.0,17.1,315.2862459682962,659.8516359676689,30.6,14.548739
521,1.980442473924612,22.19330064114855,63.395171817830814,33.658329021361986,24.6,0.0,17.1,322.9119333478671,660.7520428237852,30.7,15.090759
522,1.980442473924612,22.19330064114855,63.395171817830814,33.658329021361986,24.6,0.0,17.1,322.9119333478671,660.7520428237852,30.7,15.090759
523,2.324778544802413,21.831972040594408,63.97666429189289,32.755069452435784,24.6,0.0,17.1,326.247370401354,662.6148974601989,30.4,14.510646
524,2.2833202942832895,21.00221451488363,64.4044127203366,32.57936194449187,24.6,0.0,17.1,330.8622846964025,664.8985375027713,30.7,14.423676
525,2.024891285024252,21.450482834444333,67.11392472094703,34.105422951373605,23.4,0.0,15.8,332.68862946632896,666.3304456147738,30.9,14.755258
526,1.9595943164256797,21.695687265765287,66.99910529378272,34.55443004711285,23.4,0.0,15.8,332.87075562006896,667.7323889907339,31.2,15.81253023
527,2.1214808631992628,21.735242169276287,67.16076800588252,34.77837480654529,23.4,0.0,15.8,329.48411249313745,665.3649617810503,31.1,15.43287311
528,1.9514901284055959,21.49830257179397,66.37275670686654,34.783163672336215,23.4,0.0,15.8,326.08786369516497,666.586070533481,31.1,15.93742273
529,2.525105938352586,24.36219306901956,79.15263830034249,36.54147559064259,17.0,53.6,0.0,165.47788355488476,682.8307308295118,28.3,13.598284
530,1.4121736611507405,24.31473367853134,78.99844298801463,36.47029003874425,17.0,53.6,0.0,166.04627584458848,696.4876706376507,28.5,14.19179
531,2.0221321102367296,22.911511067850974,75.69167334125903,37.436381856123326,13.5,54.1,4.6,162.2554495203273,710.3107187368678,28.7,13.667439
532,1.9691126552808829,22.346229717961933,74.65211750697543,37.69748884821127,13.5,54.1,4.6,162.69349019886616,740.3081625761964,28.9,14.896068
533,2.161342839499242,21.666058496603604,73.61196878684106,37.798938977151515,13.5,54.1,4.6,165.3322012013698,730.793521585359,29.1,13.711067
534,2.161342839499242,21.501150844888567,72.61550552966935,38.89364509066412,13.5,54.1,4.6,165.3322012013698,730.793521585359,29.1,13.711067
535,2.184686615793535,20.790534167881333,69.9442681985767,38.52868044242476,8.0,53.2,6.4,173.63628568978822,742.6013890079739,29.3,14.941501
536,2.6170368761201326,20.59346657253028,68.3111117145495,37.5651713463314,8.0,53.2,6.4,179.35358170857546,758.1090805409222,29.6,15.811661
537,2.2707482081854113,19.308058141871523,66.67224864357961,36.69703262107308,8.0,53.2,6.4,182.00817201420054,762.1039587380266,29.8,16.040557
538,2.166593567492522,18.90245712156338,64.80654001272914,35.20302333787318,8.0,53.2,6.4,188.17046507563293,759.0398395995264,29.9,16.753906
539,2.065766187799292,19.008302102852383,63.092077867999166,34.678846554236934,7.0,48.5,11.5,197.00252446387677,772.5347439100561,30.1,16.34238
540,2.6192577810185362,18.836908828082027,59.437003492343706,34.296606158294,7.0,48.5,11.5,200.8225556792161,777.6733059574522,30.1,15.614132
541,2.157578969282889,19.251029896978757,59.822346714108164,33.761063900928015,7.0,48.5,11.5,207.15912460333982,790.6769877169407,29.9,15.310378
542,2.1570748324692604,19.19920927977323,59.51848122039462,32.85653898275583,7.0,48.5,11.5,208.97517188218768,803.6409185284647,30.3,15.557299
543,1.9326566996217251,19.170608939760434,58.47203916687818,32.475971756301774,4.8,43.8,17.2,212.8307610447355,804.566207252967,30.3,15.008879
544,1.9682725318977703,19.34814913055404,58.345867381232985,31.242181919020506,4.8,43.8,17.2,219.24687201405823,808.0858926402282,30.5,15.762381
545,1.9682725318977703,19.34814913055404,58.345867381232985,31.242181919020506,4.8,43.8,17.2,219.24687201405823,808.0858926402282,30.5,15.762381
546,2.067346646966303,19.410418950479002,58.401053333968825,30.560387970068156,4.8,43.8,17.2,224.24455459701633,817.0606739430914,30.5,16.036157
547,2.004858834351487,18.92232941009977,59.65929193103286,29.53333962308654,4.8,43.8,17.2,227.2684388046324,826.5974007594878,30.6,16.513715
548,1.9123594650079219,19.270023399314127,59.84835838729233,30.59775144012675,3.3,41.7,16.4,230.57256569525836,837.106802201117,30.5,16.646977
549,2.07294558881249,19.749676556526293,59.24902966957887,30.503990347574536,3.3,41.7,16.4,227.88155427308803,844.909944614848,31.0,15.35417847
550,2.057738224441068,19.758338759858187,59.30106359887128,30.95289776427176,3.3,41.7,16.4,225.96338904565516,849.1831271253889,30.8,16.46809207
551,2.020068693813253,19.646889696788836,59.675239524480425,30.708487444871352,3.3,41.7,16.4,223.87755629076364,855.7802945742218,31.1,16.59985843
552,2.761922297919352,18.024100329384808,66.48049264510321,33.49086519773318,6.1,33.6,12.6,184.8953538329344,667.8941876879642,29.8,14.133081
553,1.247635529440174,17.72849841027086,65.39018795025555,32.94160260796072,6.1,33.6,12.6,187.32643779933193,683.54328490361,30.1,14.143599
554,2.2272376314070206,19.520500485042863,64.7284749856467,33.606541149452596,6.1,33.6,12.6,189.86953336896914,698.1944526934727,30.4,15.107124
555,2.216645346509516,19.38344058511625,65.02485181677034,33.464509262062165,8.3,29.0,21.3,193.28756823264035,725.4191607995547,30.0,15.167552
556,1.7463962486250748,19.220007332934525,63.91231354084252,33.374500685050464,8.3,29.0,21.3,195.88583778776945,716.7750525848594,30.4,14.661208
557,1.7463962486250748,18.998089577584377,64.02809671754694,34.387603481214185,8.3,29.0,21.3,195.88583778776945,716.7750525848594,30.4,14.661208
558,2.7324969951923075,18.66736778846154,61.75818810096153,34.01066706730769,8.3,29.0,21.3,201.05919471153845,730.7410606971155,30.9,15.936625
559,2.444691194446259,18.568456018885705,61.350551921695235,33.815117895699395,6.8,28.7,19.8,204.3369941495367,724.6549906224632,30.2,16.484243
560,2.336427190515022,17.976745677609696,60.921193685232865,32.27934506738989,6.8,28.7,19.8,205.29406913991994,728.0307125644808,31.2,17.367684
561,2.328235976228439,17.575010871140744,60.00869691259603,32.74025221046528,6.8,28.7,19.8,217.39563704884765,738.186693723728,31.2,15.994938
562,2.2093966994318692,18.540896383803773,58.95031111912706,31.98665344034629,6.8,28.7,19.8,228.0367932185048,738.7501127243214,30.6,17.302285
563,2.4755757924052872,17.762256310507937,61.71256796781751,33.83581627691083,9.1,26.5,22.7,228.84045798152158,743.6364440122011,31.2,16.977238
564,2.102446483180428,19.408534890186267,60.0413539060328,33.23081734778983,9.1,26.5,22.7,232.6417848206839,752.1458854601057,31.3,16.567454
565,2.093073128886983,20.476088355136177,59.395239116448636,32.12524126099078,9.1,26.5,22.7,243.24254771606263,765.1726356422903,31.1,17.921155
566,1.93873922687482,19.429722819553326,58.94105894105894,32.526795238659645,9.1,26.5,22.7,249.3692747930036,773.5315531925702,31.1,16.933425
567,1.707067258449983,20.193356593859555,58.58987917294673,31.85970405282749,9.3,26.8,23.6,254.3363671943309,782.4946498013973,31.0,17.760566
568,1.707067258449983,20.193356593859555,58.58987917294673,31.85970405282749,9.3,26.8,23.6,254.3363671943309,782.4946498013973,31.0,17.760566
569,1.8176756677092374,20.624887418736797,58.39487775721748,31.211620023908168,9.3,26.8,23.6,259.0842844744297,791.2129300604255,31.1,16.324929
570,1.799141575499403,20.169748604253396,59.169974505437764,30.359505599122212,9.3,26.8,23.6,266.0551198889857,801.0617355665279,31.9,17.05663
571,1.5228709705711165,20.172060500235208,62.318112596774064,31.254734055700403,9.3,26.8,23.6,272.1952464100908,812.455649372912,31.1,16.809927
572,1.8606558023289734,20.28587872623919,62.497536207888864,31.323667384122928,11.8,25.6,22.4,275.87375923429283,844.501210214685,31.1,16.77352029
573,1.9115964964510115,20.60450321994328,61.703827893640025,31.901725137493933,11.8,25.6,22.4,281.41207439557513,854.514971561085,31.5,17.06688187
574,1.6926254328617794,21.025824184356413,61.88176467847882,32.35399164557355,11.8,25.6,22.4,280.81277078124754,876.0656552323866,31.6,15.03256001
575,3.1938086167755046,20.71970825209062,61.65268749650625,30.872648967226752,22.1,6.7,28.9,209.8469091057753,598.7164693897473,29.4,12.011079
576,1.631663347493123,20.496068574428033,60.9872347309076,30.539422785679328,22.1,6.7,28.9,212.50991419117946,606.9688613927984,29.4,11.600942
577,2.2071330824634803,20.013350384006927,60.5698282951527,30.484191857569822,22.1,6.7,28.9,212.79925276971565,616.4389032472078,29.3,12.459978
578,2.383768142094816,20.16012090433348,60.595563403882345,30.790808434946253,22.1,6.7,28.9,217.23789023227036,629.0851937305046,29.4,12.256985
579,2.5746203875051705,19.911304407657294,60.19475267082863,30.766633623838203,26.5,6.4,30.3,220.5764813468033,624.7662799935675,29.5,12.731778
580,2.5746203875051705,19.76569194323034,59.877125481941256,31.26507629053047,26.5,6.4,30.3,220.5764813468033,624.7662799935675,29.5,12.731778
581,3.422940617166566,19.56246709466521,58.65046872912721,30.74595902843807,26.5,6.4,30.3,221.709270071272,642.4465067303687,30.0,13.65351
582,3.1431748869983456,19.01870017725139,58.42442517904259,30.46994981511652,26.5,6.4,30.3,222.1132789014775,645.7744701927959,30.2,13.63414
583,2.9443997898386853,18.771504634179355,57.5251593226198,29.772852939849354,19.5,7.2,30.5,218.3276268061216,651.2354625040247,30.2,13.565192
584,2.9480906442204593,18.84331899931494,56.569725082481256,29.176267907831086,19.5,7.2,30.5,224.9838113882288,632.6381922179111,30.7,13.585862
585,2.9282977761365565,19.230413447228845,56.319225159235906,29.026927463022563,19.5,7.2,30.5,232.0326323524732,618.465814695067,30.6,13.30553
586,3.189208400457953,19.40981801338317,56.58496156053451,29.193747141438006,19.5,7.2,30.5,233.19165547518404,618.7763461095882,30.7,13.296676
587,2.405206564799095,19.24955256981491,56.23328420937722,28.662822932556544,19.3,4.9,29.6,237.54520983972952,621.8934843248616,30.7,13.769832
588,2.3612516195445754,19.722059528246632,55.74286069254388,28.261185950339883,19.3,4.9,29.6,242.9462399943205,627.7287329393181,30.6,13.420301
589,2.241259089550752,20.12363051703988,55.63373266794712,27.940328493523147,19.3,4.9,29.6,246.295082979198,628.2287809935617,30.7,13.73054
590,2.201397444885554,20.754255182341254,56.10383073576732,27.612880387512323,19.3,4.9,29.6,249.88764852864512,626.4095788444599,30.8,14.12699
591,2.201397444885554,20.754255182341254,56.10383073576732,27.612880387512323,19.3,4.9,29.6,249.88764852864512,626.4095788444599,30.8,14.12699
592,2.1323982695318677,21.170548217977885,56.579134002171266,27.264965657954313,19.7,4.9,30.0,254.55734494252684,631.065094406529,30.7,14.057385
593,2.1458780391258148,21.322352817834243,57.36141008314017,27.049622673590648,19.7,4.9,30.0,257.4327825378083,630.7389468463389,30.9,14.004915
594,1.9802625193938097,21.5502284713756,59.4264883211708,28.198300125104197,19.7,4.9,30.0,262.79725541863377,629.5546370316403,31.0,14.271356
595,2.0026719825795154,21.842668616302248,60.26030790917363,28.184024910451765,19.7,4.9,30.0,264.52364546788624,627.0335733559155,31.1,14.12460296
596,2.0139351317990615,22.233843855061636,61.002744798687694,28.157411768527393,19.3,4.3,24.5,265.3158142632083,623.3350116126098,31.4,14.18779585
597,1.8172770713450233,22.12919468811779,61.85565683011002,28.32712017267673,19.3,4.3,24.5,268.2978171431735,624.714581926494,31.5,14.69957998
